Transit_ID,City,State,Route_ID,Transport_Mode,Source,Destination,Passenger_Count,Demand,Vehicle_Capacity,Traffic_Status,Traffic_Speed_kmh,Delay_Minutes,Fare_INR,Travel_Time_Min,Weather_Condition,Date,On_Time,On_Time_Status,Point,Path_Order,Latitude,Longitude
TR-0484,Mumbai,Maharashtra,R-050,Metro,West,Central,939,High,722,High,26,19,10.79,15.47,Rain,2026-02-07 21:44:00,0,Delayed,Source,1,19.064753,72.851074
TR-0119,Mumbai,Maharashtra,R-050,Taxi,East,South,,,,Moderate,,,,,Rain,2026-01-22 03:12:00,,,Destination,2,19.010744,72.87172
TR-0231,Coimbatore,Tamil Nadu,R-050,Auto,East,North,,,,Moderate,,,,,Rain,2026-05-17 00:25:00,,,Destination,2,11.054852,76.966882
TR-0275,Kolkata,West Bengal,R-050,Taxi,West,South,,,,High,,,,,Rain,2026-02-05 16:04:00,,,Destination,2,22.530847,88.350825
TR-0381,Surat,Gujarat,R-050,Bus,North,Central,,,,Severe,,,,,Rain,2026-01-17 17:20:00,,,Destination,2,21.19173,72.835528
TR-0484,Mumbai,Maharashtra,R-050,Metro,West,Central,,,,High,,,,,Rain,2026-02-07 21:44:00,,,Destination,2,19.069763,72.86244
TR-0011,Delhi,Delhi,R-051,Auto,Central,East,219,High,3,High,17,21,91.55,28.89,Clear,2026-01-30 00:27:00,0,Delayed,Source,1,28.613842,77.2044
TR-0115,Bengaluru,Karnataka,R-051,Metro,West,Central,947,High,581,Moderate,30,14,78.81,36.54,Clear,2026-06-12 15:08:00,0,Delayed,Source,1,12.960597,77.516506
TR-0389,Delhi,Delhi,R-051,Bus,North,South,994,High,61,High,15,17,50.69,52.15,Rain,2026-03-10 11:47:00,0,Delayed,Source,1,28.662709,77.207895
TR-0479,Kochi,Kerala,R-051,Bus,East,Central,336,Medium,61,High,29,12,89.25,23.0,Cloudy,2026-03-18 21:28:00,0,Delayed,Source,1,9.944422,76.318747
TR-0011,Delhi,Delhi,R-051,Auto,Central,East,,,,High,,,,,Clear,2026-01-30 00:27:00,,,Destination,2,28.61835,77.25065
TR-0115,Bengaluru,Karnataka,R-051,Metro,West,Central,,,,Moderate,,,,,Clear,2026-06-12 15:08:00,,,Destination,2,13.003682,77.606082
TR-0389,Delhi,Delhi,R-051,Bus,North,South,,,,High,,,,,Rain,2026-03-10 11:47:00,,,Destination,2,28.537835,77.190658
TR-0479,Kochi,Kerala,R-051,Bus,East,Central,,,,High,,,,,Cloudy,2026-03-18 21:28:00,,,Destination,2,9.933381,76.274916
TR-0209,Chennai,Tamil Nadu,R-052,Bus,East,Central,635,Very High,49,Low,48,6,38.13,27.59,Rain,2026-04-13 07:38:00,0,Delayed,Source,1,13.081019,80.337786
TR-0209,Chennai,Tamil Nadu,R-052,Bus,East,Central,,,,Low,,,,,Rain,2026-04-13 07:38:00,,,Destination,2,13.086734,80.26797
TR-0053,Ahmedabad,Gujarat,R-053,Bus,North,West,157,Very High,49,High,21,29,91.78,5.06,Cloudy,2026-07-25 12:28:00,0,Delayed,Source,1,23.071926,72.569996
TR-0133,Lucknow,Uttar Pradesh,R-053,Bus,West,Central,560,Medium,62,High,15,29,57.88,37.47,Hazy,2026-02-23 05:36:00,0,Delayed,Source,1,26.805449,80.893587
TR-0138,Jaipur,Rajasthan,R-053,Train,Central,North,475,Very High,1735,Severe,12,10,27.23,27.64,Cloudy,2026-04-07 04:56:00,0,Delayed,Source,1,26.916919,75.797018
TR-0238,Surat,Gujarat,R-053,E-Rickshaw,East,North,887,High,5,High,18,17,76.68,34.84,Clear,2026-04-15 13:03:00,0,Delayed,Source,1,21.169844,72.866625
TR-0461,Nagpur,Maharashtra,R-053,Bus,West,North,402,Medium,64,High,15,17,30.7,13.15,Clear,2026-01-16 21:19:00,0,Delayed,Source,1,21.139972,79.041247
TR-0053,Ahmedabad,Gujarat,R-053,Bus,North,West,,,,High,,,,,Cloudy,2026-07-25 12:28:00,,,Destination,2,23.016314,72.508846
TR-0133,Lucknow,Uttar Pradesh,R-053,Bus,West,Central,,,,High,,,,,Hazy,2026-02-23 05:36:00,,,Destination,2,26.851941,80.951052
TR-0138,Jaipur,Rajasthan,R-053,Train,Central,North,,,,Severe,,,,,Cloudy,2026-04-07 04:56:00,,,Destination,2,26.959607,75.806565
TR-0238,Surat,Gujarat,R-053,E-Rickshaw,East,North,,,,High,,,,,Clear,2026-04-15 13:03:00,,,Destination,2,21.216306,72.833369
TR-0461,Nagpur,Maharashtra,R-053,Bus,West,North,,,,High,,,,,Clear,2026-01-16 21:19:00,,,Destination,2,21.21369,79.061528
TR-0139,Nagpur,Maharashtra,R-054,Bus,East,Central,583,Medium,53,Severe,11,28,19.12,20.28,Cloudy,2026-03-04 09:40:00,0,Delayed,Source,1,21.14937,79.122712
TR-0150,Pune,Maharashtra,R-054,Metro,West,East,777,High,879,High,27,27,72.75,46.4,Clear,2026-03-27 15:40:00,0,Delayed,Source,1,18.520701,73.798885
TR-0359,Coimbatore,Tamil Nadu,R-054,Metro,South,Central,742,Medium,755,Moderate,32,15,13.0,55.2,Clear,2026-02-11 08:06:00,0,Delayed,Source,1,10.959916,76.931278
TR-0480,Kolkata,West Bengal,R-054,Metro,North,South,697,Low,1009,Low,58,26,91.93,22.97,Rain,2026-01-27 15:51:00,0,Delayed,Source,1,22.668129,88.382018
TR-0139,Nagpur,Maharashtra,R-054,Bus,East,Central,,,,Severe,,,,,Cloudy,2026-03-04 09:40:00,,,Destination,2,21.132402,79.10303
TR-0150,Pune,Maharashtra,R-054,Metro,West,East,,,,High,,,,,Clear,2026-03-27 15:40:00,,,Destination,2,18.530859,73.894317
TR-0359,Coimbatore,Tamil Nadu,R-054,Metro,South,Central,,,,Moderate,,,,,Clear,2026-02-11 08:06:00,,,Destination,2,11.035897,76.966321
TR-0480,Kolkata,West Bengal,R-054,Metro,North,South,,,,Low,,,,,Rain,2026-01-27 15:51:00,,,Destination,2,22.512688,88.341227
TR-0040,Ahmedabad,Gujarat,R-055,Bus,West,Central,395,High,43,High,28,6,77.79,19.98,Rain,2026-04-20 01:59:00,0,Delayed,Source,1,22.995295,72.533985
TR-0168,Ahmedabad,Gujarat,R-055,Metro,East,Central,310,Very High,1105,High,16,16,55.95,38.83,Clear,2026-06-29 09:43:00,0,Delayed,Source,1,23.041406,72.638386
TR-0297,Hyderabad,Telangana,R-055,Metro,North,Central,713,Medium,792,Low,51,24,23.07,33.84,Clear,2026-04-04 06:32:00,0,Delayed,Source,1,17.439521,78.479849
TR-0040,Ahmedabad,Gujarat,R-055,Bus,West,Central,,,,High,,,,,Rain,2026-04-20 01:59:00,,,Destination,2,23.026137,72.585398
TR-0168,Ahmedabad,Gujarat,R-055,Metro,East,Central,,,,High,,,,,Clear,2026-06-29 09:43:00,,,Destination,2,23.038965,72.578687
TR-0297,Hyderabad,Telangana,R-055,Metro,North,Central,,,,Low,,,,,Clear,2026-04-04 06:32:00,,,Destination,2,17.38339,78.492932
TR-0110,Visakhapatnam,Andhra Pradesh,R-056,Train,North,Central,636,Medium,1120,High,26,0,41.13,13.5,Clear,2026-07-21 17:27:00,1,On Time,Source,1,17.719968,83.220182
TR-0349,Hyderabad,Telangana,R-056,Train,West,North,464,Very High,1740,Moderate,42,1,89.77,51.08,Rain,2026-01-23 06:29:00,1,On Time,Source,1,17.367426,78.434976
TR-0407,Lucknow,Uttar Pradesh,R-056,Bus,West,Central,400,High,69,High,22,11,10.87,12.7,Clear,2026-07-19 13:32:00,0,Delayed,Source,1,26.841613,80.886085
TR-0454,Visakhapatnam,Andhra Pradesh,R-056,Metro,East,South,612,High,1095,Severe,13,22,91.74,10.33,Rain,2026-06-07 01:13:00,0,Delayed,Source,1,17.702449,83.269137
TR-0110,Visakhapatnam,Andhra Pradesh,R-056,Train,North,Central,,,,High,,,,,Clear,2026-07-21 17:27:00,,,Destination,2,17.664772,83.232555
TR-0349,Hyderabad,Telangana,R-056,Train,West,North,,,,Moderate,,,,,Rain,2026-01-23 06:29:00,,,Destination,2,17.429742,78.512118
TR-0407,Lucknow,Uttar Pradesh,R-056,Bus,West,Central,,,,High,,,,,Clear,2026-07-19 13:32:00,,,Destination,2,26.847841,80.956378
TR-0454,Visakhapatnam,Andhra Pradesh,R-056,Metro,East,South,,,,Severe,,,,,Rain,2026-06-07 01:13:00,,,Destination,2,17.62529,83.22694
TR-0091,Kolkata,West Bengal,R-057,Auto,North,East,98,Very High,3,High,21,3,78.9,13.74,Hazy,2026-04-18 19:23:00,1,On Time,Source,1,22.639996,88.371561
TR-0126,Bengaluru,Karnataka,R-057,Metro,South,North,128,Very High,1028,High,25,25,86.25,22.33,Rain,2026-01-11 12:52:00,0,Delayed,Source,1,12.909161,77.613489
TR-0326,Indore,Madhya Pradesh,R-057,Bus,Central,West,490,Medium,71,Moderate,43,12,66.36,41.8,Clear,2026-07-05 02:34:00,0,Delayed,Source,1,22.720903,75.855651
TR-0431,Kochi,Kerala,R-057,Bus,North,Central,450,Medium,61,High,24,19,77.85,11.07,Clear,2026-02-17 12:02:00,0,Delayed,Source,1,9.976951,76.294513
TR-0432,Delhi,Delhi,R-057,Auto,East,North,595,High,3,High,19,10,99.95,19.47,Cloudy,2026-02-06 19:47:00,0,Delayed,Source,1,28.650402,77.279673
TR-0458,Chennai,Tamil Nadu,R-057,Train,West,Central,984,High,1619,Moderate,39,17,49.19,18.76,Rain,2026-07-02 03:49:00,0,Delayed,Source,1,13.074181,80.221903
TR-0091,Kolkata,West Bengal,R-057,Auto,North,East,,,,High,,,,,Hazy,2026-04-18 19:23:00,,,Destination,2,22.578174,88.423721
TR-0126,Bengaluru,Karnataka,R-057,Metro,South,North,,,,High,,,,,Rain,2026-01-11 12:52:00,,,Destination,2,13.028671,77.599287
TR-0326,Indore,Madhya Pradesh,R-057,Bus,Central,West,,,,Moderate,,,,,Clear,2026-07-05 02:34:00,,,Destination,2,22.709142,75.793443
TR-0431,Kochi,Kerala,R-057,Bus,North,Central,,,,High,,,,,Clear,2026-02-17 12:02:00,,,Destination,2,9.92044,76.230926
TR-0432,Delhi,Delhi,R-057,Auto,East,North,,,,High,,,,,Cloudy,2026-02-06 19:47:00,,,Destination,2,28.675694,77.217512
TR-0458,Chennai,Tamil Nadu,R-057,Train,West,Central,,,,Moderate,,,,,Rain,2026-07-02 03:49:00,,,Destination,2,13.08135,80.252518
TR-0157,Indore,Madhya Pradesh,R-058,Bus,North,Central,532,High,71,Moderate,44,2,94.46,27.81,Clear,2026-05-18 18:24:00,1,On Time,Source,1,22.761682,75.853783
TR-0254,Coimbatore,Tamil Nadu,R-058,Bus,East,Central,929,Very High,68,High,18,10,75.28,51.0,Rain,2026-04-12 13:01:00,0,Delayed,Source,1,11.02855,77.017824
TR-0305,Kolkata,West Bengal,R-058,Train,South,West,741,Medium,1548,High,28,21,43.54,24.34,Rain,2026-05-11 19:09:00,0,Delayed,Source,1,22.528165,88.337957
TR-0157,Indore,Madhya Pradesh,R-058,Bus,North,Central,,,,Moderate,,,,,Clear,2026-05-18 18:24:00,,,Destination,2,22.716049,75.870893
TR-0254,Coimbatore,Tamil Nadu,R-058,Bus,East,Central,,,,High,,,,,Rain,2026-04-12 13:01:00,,,Destination,2,11.022979,76.965639
TR-0305,Kolkata,West Bengal,R-058,Train,South,West,,,,High,,,,,Rain,2026-05-11 19:09:00,,,Destination,2,22.565764,88.323567
TR-0141,Chennai,Tamil Nadu,R-059,Bus,East,West,859,Medium,80,High,30,27,10.18,14.57,Rain,2026-06-03 09:52:00,0,Delayed,Source,1,13.112781,80.341786
TR-0246,Surat,Gujarat,R-059,Metro,East,West,819,Medium,546,High,15,29,26.39,33.21,Hazy,2026-06-23 17:58:00,0,Delayed,Source,1,21.183934,72.890242
TR-0374,Lucknow,Uttar Pradesh,R-059,Metro,West,East,808,High,902,Moderate,38,0,83.44,49.14,Hazy,2026-05-27 22:54:00,1,On Time,Source,1,26.830093,80.897316
TR-0401,Bengaluru,Karnataka,R-059,Bus,West,Central,908,Medium,48,High,27,21,13.33,34.44,Cloudy,2026-02-22 15:25:00,0,Delayed,Source,1,12.98044,77.533043
TR-0481,Jaipur,Rajasthan,R-059,Bus,North,East,524,High,73,High,25,29,13.35,6.45,Clear,2026-05-31 14:59:00,0,Delayed,Source,1,26.958391,75.806813
TR-0141,Chennai,Tamil Nadu,R-059,Bus,East,West,,,,High,,,,,Rain,2026-06-03 09:52:00,,,Destination,2,13.057105,80.225657
TR-0246,Surat,Gujarat,R-059,Metro,East,West,,,,High,,,,,Hazy,2026-06-23 17:58:00,,,Destination,2,21.159452,72.773968
TR-0374,Lucknow,Uttar Pradesh,R-059,Metro,West,East,,,,Moderate,,,,,Hazy,2026-05-27 22:54:00,,,Destination,2,26.846927,81.01921
TR-0401,Bengaluru,Karnataka,R-059,Bus,West,Central,,,,High,,,,,Cloudy,2026-02-22 15:25:00,,,Destination,2,12.973379,77.592354
TR-0481,Jaipur,Rajasthan,R-059,Bus,North,East,,,,High,,,,,Clear,2026-05-31 14:59:00,,,Destination,2,26.90468,75.854994
TR-0014,Coimbatore,Tamil Nadu,R-060,Bus,Central,South,338,Very High,76,Moderate,35,11,96.87,30.15,Cloudy,2026-04-19 19:29:00,0,Delayed,Source,1,11.010976,76.956782
TR-0346,Mumbai,Maharashtra,R-060,Bus,North,South,61,Low,71,High,22,21,18.47,57.33,Hazy,2026-01-14 00:09:00,0,Delayed,Source,1,19.112414,72.890664
TR-0355,Mumbai,Maharashtra,R-060,Bus,South,North,469,High,52,High,30,28,69.35,39.36,Hazy,2026-05-30 22:50:00,0,Delayed,Source,1,19.018516,72.855328
TR-0370,Visakhapatnam,Andhra Pradesh,R-060,Taxi,South,West,722,High,4,High,27,8,76.49,54.11,Hazy,2026-02-17 18:32:00,0,Delayed,Source,1,17.608016,83.19051
TR-0014,Coimbatore,Tamil Nadu,R-060,Bus,Central,South,,,,Moderate,,,,,Cloudy,2026-04-19 19:29:00,,,Destination,2,10.989576,76.923393
TR-0346,Mumbai,Maharashtra,R-060,Bus,North,South,,,,High,,,,,Hazy,2026-01-14 00:09:00,,,Destination,2,19.036088,72.871155
TR-0355,Mumbai,Maharashtra,R-060,Bus,South,North,,,,High,,,,,Hazy,2026-05-30 22:50:00,,,Destination,2,19.140868,72.877656
TR-0370,Visakhapatnam,Andhra Pradesh,R-060,Taxi,South,West,,,,High,,,,,Hazy,2026-02-17 18:32:00,,,Destination,2,17.68758,83.176997
TR-0039,Nagpur,Maharashtra,R-061,Bus,Central,East,906,High,61,Moderate,38,7,55.2,37.75,Clear,2026-08-03 18:58:00,0,Delayed,Source,1,21.131469,79.091526
TR-0090,Lucknow,Uttar Pradesh,R-061,Metro,North,Central,71,Low,1101,Moderate,41,9,40.11,6.44,Clear,2026-04-04 21:44:00,0,Delayed,Source,1,26.890814,80.96888
TR-0146,Bengaluru,Karnataka,R-061,Auto,South,West,620,Medium,3,High,26,30,16.9,52.99,Clear,2026-02-24 13:31:00,0,Delayed,Source,1,12.913252,77.581243
TR-0193,Pune,Maharashtra,R-061,Metro,North,Central,908,Medium,766,High,22,3,27.09,43.6,Cloudy,2026-05-20 10:50:00,1,On Time,Source,1,18.579962,73.864545
TR-0214,Ahmedabad,Gujarat,R-061,Taxi,Central,West,271,Medium,4,Moderate,42,29,92.04,17.18,Cloudy,2026-07-09 14:43:00,0,Delayed,Source,1,23.009546,72.556971
TR-0255,Lucknow,Uttar Pradesh,R-061,Auto,Central,North,67,Medium,3,Low,63,30,67.7,22.14,Cloudy,2026-03-26 16:46:00,0,Delayed,Source,1,26.847172,80.958789
TR-0299,Hyderabad,Telangana,R-061,E-Rickshaw,North,East,597,Medium,5,Severe,15,27,56.71,58.86,Clear,2026-05-07 00:50:00,0,Delayed,Source,1,17.452407,78.49181
TR-0328,Jaipur,Rajasthan,R-061,Bus,East,North,304,High,68,Severe,14,26,79.41,17.55,Rain,2026-03-08 14:01:00,0,Delayed,Source,1,26.912603,75.853503
TR-0388,Lucknow,Uttar Pradesh,R-061,E-Rickshaw,Central,South,549,Low,5,Low,52,7,90.88,56.76,Cloudy,2026-06-04 00:51:00,0,Delayed,Source,1,26.862481,80.961615
TR-0412,Nagpur,Maharashtra,R-061,Bus,West,South,868,Very High,71,High,18,16,49.24,39.65,Clear,2026-01-20 08:58:00,0,Delayed,Source,1,21.126447,79.025377
TR-0453,Nagpur,Maharashtra,R-061,Metro,East,North,663,Very High,562,Moderate,45,11,17.58,49.65,Hazy,2026-07-29 15:51:00,0,Delayed,Source,1,21.172845,79.133332
TR-0472,Pune,Maharashtra,R-061,Taxi,East,Central,52,Medium,4,Moderate,45,13,10.32,7.56,Rain,2026-01-13 11:11:00,0,Delayed,Source,1,18.544083,73.897537
TR-0039,Nagpur,Maharashtra,R-061,Bus,Central,East,,,,Moderate,,,,,Clear,2026-08-03 18:58:00,,,Destination,2,21.14718,79.154071
TR-0090,Lucknow,Uttar Pradesh,R-061,Metro,North,Central,,,,Moderate,,,,,Clear,2026-04-04 21:44:00,,,Destination,2,26.852168,80.93322
TR-0146,Bengaluru,Karnataka,R-061,Auto,South,West,,,,High,,,,,Clear,2026-02-24 13:31:00,,,Destination,2,12.971084,77.543681
TR-0193,Pune,Maharashtra,R-061,Metro,North,Central,,,,High,,,,,Cloudy,2026-05-20 10:50:00,,,Destination,2,18.499324,73.858844
TR-0214,Ahmedabad,Gujarat,R-061,Taxi,Central,West,,,,Moderate,,,,,Cloudy,2026-07-09 14:43:00,,,Destination,2,23.010054,72.509412
TR-0255,Lucknow,Uttar Pradesh,R-061,Auto,Central,North,,,,Low,,,,,Cloudy,2026-03-26 16:46:00,,,Destination,2,26.881857,80.959375
TR-0299,Hyderabad,Telangana,R-061,E-Rickshaw,North,East,,,,Severe,,,,,Clear,2026-05-07 00:50:00,,,Destination,2,17.405896,78.543182
TR-0328,Jaipur,Rajasthan,R-061,Bus,East,North,,,,Severe,,,,,Rain,2026-03-08 14:01:00,,,Destination,2,26.980529,75.790741
TR-0388,Lucknow,Uttar Pradesh,R-061,E-Rickshaw,Central,South,,,,Low,,,,,Cloudy,2026-06-04 00:51:00,,,Destination,2,26.793425,80.935183
TR-0412,Nagpur,Maharashtra,R-061,Bus,West,South,,,,High,,,,,Clear,2026-01-20 08:58:00,,,Destination,2,21.087092,79.052945
TR-0453,Nagpur,Maharashtra,R-061,Metro,East,North,,,,Moderate,,,,,Hazy,2026-07-29 15:51:00,,,Destination,2,21.175558,79.116138
TR-0472,Pune,Maharashtra,R-061,Taxi,East,Central,,,,Moderate,,,,,Rain,2026-01-13 11:11:00,,,Destination,2,18.525424,73.856532
TR-0152,Delhi,Delhi,R-062,Bus,South,West,83,High,71,Moderate,40,16,43.59,39.76,Cloudy,2026-03-02 23:14:00,0,Delayed,Source,1,28.536381,77.206437
TR-0163,Kochi,Kerala,R-062,Bus,Central,West,407,Very High,67,Moderate,44,4,53.06,47.93,Hazy,2026-06-01 02:43:00,1,On Time,Source,1,9.947631,76.253637
TR-0166,Kolkata,West Bengal,R-062,Bus,Central,North,758,Very High,47,Moderate,45,24,80.71,18.9,Cloudy,2026-05-11 11:48:00,0,Delayed,Source,1,22.590323,88.349887
TR-0210,Hyderabad,Telangana,R-062,Train,South,Central,399,High,1593,Moderate,40,15,83.09,50.39,Rain,2026-08-05 11:54:00,0,Delayed,Source,1,17.324661,78.46586
TR-0239,Indore,Madhya Pradesh,R-062,Metro,East,North,191,High,589,Low,47,5,81.61,9.26,Rain,2026-07-20 03:06:00,1,On Time,Source,1,22.719513,75.921699
TR-0331,Pune,Maharashtra,R-062,Bus,East,West,912,Medium,50,Moderate,31,16,14.55,7.41,Hazy,2026-01-21 12:08:00,0,Delayed,Source,1,18.531444,73.899266
TR-0447,Lucknow,Uttar Pradesh,R-062,Bus,North,East,741,Very High,42,High,16,0,16.29,40.2,Clear,2026-07-20 22:08:00,1,On Time,Source,1,26.888123,80.966849
TR-0152,Delhi,Delhi,R-062,Bus,South,West,,,,Moderate,,,,,Cloudy,2026-03-02 23:14:00,,,Destination,2,28.596276,77.139724
TR-0163,Kochi,Kerala,R-062,Bus,Central,West,,,,Moderate,,,,,Hazy,2026-06-01 02:43:00,,,Destination,2,9.916647,76.216285
TR-0166,Kolkata,West Bengal,R-062,Bus,Central,North,,,,Moderate,,,,,Cloudy,2026-05-11 11:48:00,,,Destination,2,22.630201,88.360732
TR-0210,Hyderabad,Telangana,R-062,Train,South,Central,,,,Moderate,,,,,Rain,2026-08-05 11:54:00,,,Destination,2,17.384101,78.492527
TR-0239,Indore,Madhya Pradesh,R-062,Metro,East,North,,,,Low,,,,,Rain,2026-07-20 03:06:00,,,Destination,2,22.772857,75.863853
TR-0331,Pune,Maharashtra,R-062,Bus,East,West,,,,Moderate,,,,,Hazy,2026-01-21 12:08:00,,,Destination,2,18.520681,73.806477
TR-0447,Lucknow,Uttar Pradesh,R-062,Bus,North,East,,,,High,,,,,Clear,2026-07-20 22:08:00,,,Destination,2,26.868871,81.009022
TR-0079,Bengaluru,Karnataka,R-063,E-Rickshaw,East,South,809,Medium,5,Moderate,33,29,68.87,24.48,Rain,2026-04-02 21:13:00,0,Delayed,Source,1,12.985229,77.642065
TR-0212,Kochi,Kerala,R-063,Train,East,Central,895,High,1368,High,30,7,71.0,18.88,Rain,2026-05-11 21:44:00,0,Delayed,Source,1,9.936492,76.320207
TR-0284,Hyderabad,Telangana,R-063,Metro,Central,East,261,High,785,Moderate,34,14,11.38,47.93,Rain,2026-05-07 07:27:00,0,Delayed,Source,1,17.375135,78.472069
TR-0437,Delhi,Delhi,R-063,Train,South,North,791,High,887,Low,63,4,23.11,6.84,Cloudy,2026-03-17 07:18:00,1,On Time,Source,1,28.571091,77.194159
TR-0446,Bengaluru,Karnataka,R-063,Bus,North,West,733,Very High,51,High,26,11,38.22,51.13,Rain,2026-01-18 15:22:00,0,Delayed,Source,1,13.021925,77.608329
TR-0079,Bengaluru,Karnataka,R-063,E-Rickshaw,East,South,,,,Moderate,,,,,Rain,2026-04-02 21:13:00,,,Destination,2,12.916788,77.575855
TR-0212,Kochi,Kerala,R-063,Train,East,Central,,,,High,,,,,Rain,2026-05-11 21:44:00,,,Destination,2,9.921217,76.265989
TR-0284,Hyderabad,Telangana,R-063,Metro,Central,East,,,,Moderate,,,,,Rain,2026-05-07 07:27:00,,,Destination,2,17.388167,78.540212
TR-0437,Delhi,Delhi,R-063,Train,South,North,,,,Low,,,,,Cloudy,2026-03-17 07:18:00,,,Destination,2,28.651078,77.194406
TR-0446,Bengaluru,Karnataka,R-063,Bus,North,West,,,,High,,,,,Rain,2026-01-18 15:22:00,,,Destination,2,12.979852,77.540819
TR-0018,Surat,Gujarat,R-064,Bus,Central,South,99,Very High,49,High,23,2,99.15,27.69,Cloudy,2026-04-06 23:22:00,1,On Time,Source,1,21.155341,72.821204
TR-0023,Coimbatore,Tamil Nadu,R-064,Bus,East,South,397,Medium,67,Moderate,39,26,72.83,34.49,Clear,2026-07-31 12:27:00,0,Delayed,Source,1,11.044041,77.00238
TR-0334,Mumbai,Maharashtra,R-064,Metro,West,South,202,Medium,729,Moderate,45,21,64.61,11.6,Hazy,2026-03-29 08:21:00,0,Delayed,Source,1,19.059604,72.82524
TR-0368,Bengaluru,Karnataka,R-064,Bus,West,South,245,Very High,49,High,22,25,13.69,43.78,Hazy,2026-02-02 04:46:00,0,Delayed,Source,1,12.978304,77.540934
TR-0436,Kochi,Kerala,R-064,Train,South,East,233,Medium,1258,Moderate,31,26,35.61,24.99,Clear,2026-07-23 11:27:00,0,Delayed,Source,1,9.878118,76.242669
TR-0018,Surat,Gujarat,R-064,Bus,Central,South,,,,High,,,,,Cloudy,2026-04-06 23:22:00,,,Destination,2,21.138615,72.820619
TR-0023,Coimbatore,Tamil Nadu,R-064,Bus,East,South,,,,Moderate,,,,,Clear,2026-07-31 12:27:00,,,Destination,2,10.960081,76.938593
TR-0334,Mumbai,Maharashtra,R-064,Metro,West,South,,,,Moderate,,,,,Hazy,2026-03-29 08:21:00,,,Destination,2,19.031438,72.855826
TR-0368,Bengaluru,Karnataka,R-064,Bus,West,South,,,,High,,,,,Hazy,2026-02-02 04:46:00,,,Destination,2,12.932418,77.568302
TR-0436,Kochi,Kerala,R-064,Train,South,East,,,,Moderate,,,,,Clear,2026-07-23 11:27:00,,,Destination,2,9.931578,76.323033
TR-0063,Kochi,Kerala,R-065,Metro,West,East,255,Medium,565,High,25,7,63.88,26.82,Rain,2026-02-16 10:09:00,0,Delayed,Source,1,9.919912,76.203469
TR-0135,Ahmedabad,Gujarat,R-065,Metro,North,West,675,High,1134,Moderate,33,30,55.8,25.31,Clear,2026-05-07 23:01:00,0,Delayed,Source,1,23.099126,72.585997
TR-0186,Hyderabad,Telangana,R-065,Bus,Central,East,951,High,51,High,21,14,28.93,47.09,Cloudy,2026-04-16 23:03:00,0,Delayed,Source,1,17.403477,78.499971
TR-0308,Nagpur,Maharashtra,R-065,Bus,East,West,880,Very High,78,Moderate,38,9,71.13,9.07,Rain,2026-07-04 04:40:00,0,Delayed,Source,1,21.143987,79.137785
TR-0314,Chennai,Tamil Nadu,R-065,Train,East,South,718,Medium,1120,Moderate,31,8,16.76,34.46,Cloudy,2026-05-18 14:10:00,0,Delayed,Source,1,13.099112,80.326793
TR-0469,Delhi,Delhi,R-065,Metro,East,West,300,High,1157,Moderate,40,24,34.71,35.04,Clear,2026-02-13 10:35:00,0,Delayed,Source,1,28.618331,77.290993
TR-0063,Kochi,Kerala,R-065,Metro,West,East,,,,High,,,,,Rain,2026-02-16 10:09:00,,,Destination,2,9.938801,76.31213
TR-0135,Ahmedabad,Gujarat,R-065,Metro,North,West,,,,Moderate,,,,,Clear,2026-05-07 23:01:00,,,Destination,2,23.018264,72.509567
TR-0186,Hyderabad,Telangana,R-065,Bus,Central,East,,,,High,,,,,Cloudy,2026-04-16 23:03:00,,,Destination,2,17.421712,78.541831
TR-0308,Nagpur,Maharashtra,R-065,Bus,East,West,,,,Moderate,,,,,Rain,2026-07-04 04:40:00,,,Destination,2,21.143654,79.034318
TR-0314,Chennai,Tamil Nadu,R-065,Train,East,South,,,,Moderate,,,,,Cloudy,2026-05-18 14:10:00,,,Destination,2,13.017482,80.260775
TR-0469,Delhi,Delhi,R-065,Metro,East,West,,,,Moderate,,,,,Clear,2026-02-13 10:35:00,,,Destination,2,28.615956,77.173351
TR-0094,Mumbai,Maharashtra,R-066,Metro,North,South,990,Medium,611,High,19,9,51.61,27.65,Clear,2026-06-16 21:11:00,0,Delayed,Source,1,19.136146,72.896017
TR-0474,Nagpur,Maharashtra,R-066,E-Rickshaw,East,South,593,High,5,Severe,14,15,62.05,42.91,Rain,2026-07-25 07:24:00,0,Delayed,Source,1,21.147209,79.154505
TR-0094,Mumbai,Maharashtra,R-066,Metro,North,South,,,,High,,,,,Clear,2026-06-16 21:11:00,,,Destination,2,19.023117,72.863296
TR-0474,Nagpur,Maharashtra,R-066,E-Rickshaw,East,South,,,,Severe,,,,,Rain,2026-07-25 07:24:00,,,Destination,2,21.108847,79.070849
TR-0051,Hyderabad,Telangana,R-067,Auto,East,Central,805,Medium,3,High,28,26,21.66,53.88,Clear,2026-03-17 09:08:00,0,Delayed,Source,1,17.412046,78.534851
TR-0076,Bengaluru,Karnataka,R-067,E-Rickshaw,Central,West,125,Medium,5,High,20,15,29.08,50.03,Rain,2026-05-29 02:01:00,0,Delayed,Source,1,12.976263,77.624516
TR-0111,Bengaluru,Karnataka,R-067,Bus,North,Central,652,High,44,High,27,10,22.22,10.46,Cloudy,2026-04-17 09:50:00,0,Delayed,Source,1,13.006399,77.59493
