Trip_ID,RouteID,StopID,Timestamp,Mode of Transport,Distance Traveled (In Miles),Frequency(Per Week),Start Location,End Location,Fuel Type,Fuel Efficiency,Monthly Emissions (kg CO2)
T575,265,13781,3/2/2024 23:50,Car,2,2,"Thoothukudi, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,23,6.12
T576,150,17452,3/2/2024 23:55,Car,25,4,"Kanchipuram, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,22,160.0
T577,720,14776,3/3/2024 0:00,Car,18,4,"Cuddalore, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,30,84.48
T578,720H,14902,3/3/2024 0:05,Car,24,5,"Nagercoil, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,24,176.0
T579,506,11048,3/3/2024 0:10,Car,17,3,"Nagapattinam, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,27,66.49
T580,B10,13219,3/3/2024 0:15,Car,23,5,"Tiruchirappalli, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,22,184.0
T581,222,16647,3/3/2024 0:20,Car,10,5,"Karur, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,23,76.52
T582,118,11908,3/3/2024 0:25,Car,1,2,"Thoothukudi, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,29,2.43
T583,118,12670,3/3/2024 0:30,Car,21,2,"Chennai, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,23,64.28
T584,232,12968,3/3/2024 0:35,Bike,6,5,"Dindigul, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,24,44.0
T585,C1,10790,3/3/2024 0:40,Bike,16,1,"Tiruchirappalli, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,20,28.16
T586,224,16647,3/3/2024 0:45,Car,8,4,"Coimbatore, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,25,45.06
T587,M44,10899,3/3/2024 0:50,Car,4,2,"Vellore, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,27,10.43
T588,150,13302,3/3/2024 0:55,Car,20,3,"Tiruppur, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,20,105.6
T589,254,12498,3/3/2024 1:00,Car,16,1,"Vellore, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,26,21.66
T590,224,10698,3/3/2024 1:05,Bike,13,5,"Hosur, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,30,76.27
T591,208,17397,3/3/2024 1:10,Car,14,3,"Erode, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,21,70.4
T592,861,13338,3/3/2024 1:15,Car,2,4,"Sivakasi, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,22,12.8
T593,747,17210,3/3/2024 1:20,Car,22,3,"Dindigul, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,25,92.93
T594,190,14491,3/3/2024 1:25,Car,9,5,"Nagapattinam, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,22,72.0
T595,141,13399,3/3/2024 1:30,Car,9,3,"Tiruchirappalli, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,27,35.2
T596,200B,15053,3/3/2024 1:35,Car,4,5,"Thoothukudi, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,30,23.47
T597,506,11062,3/3/2024 1:40,Car,8,2,"Vellore, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,21,26.82
T598,271,13354,3/3/2024 1:45,Car,20,3,"Cuddalore, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,28,75.43
T599,300,13046,3/3/2024 1:50,Car,6,2,"Dindigul, Tamil Nadu, India","Chennai, Tamil Nadu, India",electric,22,19.2
T600,196F,14801,3/3/2024 1:55,Bike,15,4,"Nagercoil, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",gasoline,24,88.0
T601,232,11748,3/3/2024 2:00,Car,15,5,"Madurai, Tamil Nadu, India","Kanchipuram, Tamil Nadu, India",electric,20,132.0
T602,J1,13527,3/3/2024 2:05,Car,8,2,"Nagercoil, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,27,20.86
T603,G10,12658,3/3/2024 2:10,Bike,1,1,"Tiruppur, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,24,1.47
T604,501,12129,3/3/2024 2:15,Bike,6,1,"Nagapattinam, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,27,7.82
T605,118,12438,3/3/2024 2:20,Car,12,4,"Thoothukudi, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,23,73.46
T606,506,11067,3/3/2024 2:25,Car,18,3,"Tiruppur, Tamil Nadu, India","Chennai, Tamil Nadu, India",electric,29,65.54
T607,506,16607,3/3/2024 2:30,Car,20,1,"Thanjavur, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,20,35.2
T608,734,16028,3/3/2024 2:35,Car,16,3,"Nagercoil, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,21,80.46
T609,172,14215,3/3/2024 2:40,Car,8,2,"Coimbatore, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,23,24.49
T610,245,13274,3/3/2024 2:45,Car,17,1,"Karur, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,21,28.5
T611,H30,17341,3/3/2024 2:50,Bike,17,2,"Tiruppur, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,22,54.4
T612,287,13224,3/3/2024 2:55,Bike,10,4,"Chennai, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,23,61.22
T613,N4,18486,3/3/2024 3:00,Car,20,5,"Kanchipuram, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,30,117.33
T614,720,14981,3/3/2024 3:05,Car,13,4,"Madurai, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,23,79.58
T615,287,13125,3/3/2024 3:10,Car,17,1,"Tiruchirappalli, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,26,23.02
T616,300J,13633,3/3/2024 3:15,Car,7,3,"Tirunelveli, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,23,32.14
T617,G10,14433,3/3/2024 3:20,Bike,5,1,"Coimbatore, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,26,6.77
T618,H20,16433,3/3/2024 3:25,Car,7,5,"Tiruppur, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,26,47.38
T619,H30,16440,3/3/2024 3:30,Car,23,3,"Cuddalore, Tamil Nadu, India","Namakkal, Tamil Nadu, India",electric,28,86.74
T620,224,13049,3/3/2024 3:35,Car,6,2,"Chennai, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,24,17.6
T621,J2,13372,3/3/2024 3:40,Bike,17,2,"Erode, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,21,56.99
T622,H22L,17798,3/3/2024 3:45,Car,18,5,"Sivakasi, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,26,121.85
T623,H33,16446,3/3/2024 3:50,Bike,20,3,"Sivakasi, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,21,100.57
T624,168,14061,3/3/2024 3:55,Car,15,4,"Salem, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,25,84.48
T625,H30S,16418,3/3/2024 4:00,Car,16,5,"Nagapattinam, Tamil Nadu, India","Hosur, Tamil Nadu, India",gasoline,25,112.64
T626,254,12026,3/3/2024 4:05,Car,20,1,"Madurai, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,24,29.33
T627,820,13594,3/3/2024 4:10,Car,25,3,"Tiruchirappalli, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,23,114.78
T628,230,12487,3/3/2024 4:15,Bike,3,3,"Dindigul, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,28,11.31
T629,281,12594,3/3/2024 4:20,Car,5,5,"Chennai, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,27,32.59
T630,155,12846,3/3/2024 4:25,Car,2,3,"Madurai, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,23,9.18
T631,734,15894,3/3/2024 4:30,Bike,3,3,"Tiruchirappalli, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,24,13.2
T632,117,12747,3/3/2024 4:35,Car,10,2,"Tiruchirappalli, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,28,25.14
T633,222,16291,3/3/2024 4:40,Car,19,1,"Tiruchirappalli, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,30,22.29
T634,178,12812,3/3/2024 4:45,Car,5,2,"Thanjavur, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,25,14.08
T635,B10,13189,3/3/2024 4:50,Car,11,1,"Dindigul, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,24,16.13
T636,288,16591,3/3/2024 4:55,Car,10,5,"Thanjavur, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,27,65.19
T637,190,14254,3/3/2024 5:00,Bike,16,4,"Tirunelveli, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",electric,27,83.44
T638,174,12750,3/3/2024 5:05,Car,11,5,"Tiruppur, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,26,74.46
T639,H20,13524,3/3/2024 5:10,Car,22,4,"Tirunelveli, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,30,103.25
T640,239,11913,3/3/2024 5:15,Car,16,1,"Tiruppur, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,30,18.77
T641,150,12076,3/3/2024 5:20,Car,6,2,"Thanjavur, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,27,15.64
T642,281,12344,3/3/2024 5:25,Car,18,2,"Chennai, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,27,46.93
T643,H30,12921,3/3/2024 5:30,Car,4,2,"Dindigul, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,23,12.24
T644,601,15503,3/3/2024 5:35,Car,5,1,"Coimbatore, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,30,5.87
T645,225M,10534,3/3/2024 5:40,Car,7,4,"Sivakasi, Tamil Nadu, India","Chennai, Tamil Nadu, India",electric,29,33.99
T646,H30S,18492,3/3/2024 5:45,Bike,17,5,"Erode, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,20,149.6
T647,222,12288,3/3/2024 5:50,Bike,6,2,"Erode, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,23,18.37
T648,150,12835,3/3/2024 5:55,Car,5,2,"Coimbatore, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,21,16.76
T649,178,12950,3/3/2024 6:00,Car,3,2,"Erode, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,26,8.12
T650,203,12962,3/3/2024 6:05,Bike,5,5,"Kanchipuram, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,30,29.33
T651,W91,13341,3/3/2024 6:10,Car,14,2,"Thanjavur, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,24,41.07
T652,H33C,12761,3/3/2024 6:15,Car,15,5,"Chennai, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,23,114.78
T653,263,14974,3/3/2024 6:20,Bike,25,4,"Thoothukudi, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,23,153.04
T654,600,15032,3/3/2024 6:25,Car,25,2,"Dindigul, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,20,88.0
T655,H30,17722,3/3/2024 6:30,Car,21,3,"Kanchipuram, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,23,96.42
T656,H30S,16461,3/3/2024 6:35,Car,19,4,"Namakkal, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,27,99.08
T657,J8,18637,3/3/2024 6:40,Bike,16,1,"Thoothukudi, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,22,25.6
T658,J1,16405,3/3/2024 6:45,Bike,9,3,"Cuddalore, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,30,31.68
T659,147,13579,3/3/2024 6:50,Bike,3,4,"Tiruppur, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,30,14.08
T660,251,13078,3/3/2024 6:55,Car,20,4,"Chennai, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,23,122.43
T661,333B,11045,3/3/2024 7:00,Car,11,2,"Nagercoil, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,25,30.98
T662,860F,13710,3/3/2024 7:05,Car,8,2,"Coimbatore, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,25,22.53
T663,202F,11449,3/3/2024 7:10,Car,17,2,"Salem, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,28,42.74
T664,H30,12443,3/3/2024 7:15,Car,11,5,"Nagercoil, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,24,80.67
T665,G10,13846,3/3/2024 7:20,Car,19,3,"Nagapattinam, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",gasoline,29,69.19
T666,H30,12454,3/3/2024 7:25,Bike,19,5,"Salem, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,30,111.47
T667,H20,13371,3/3/2024 7:30,Car,20,4,"Thoothukudi, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,27,104.3
T668,147,13308,3/3/2024 7:35,Car,9,2,"Erode, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,30,21.12
T669,190,14281,3/3/2024 7:40,Car,3,1,"Thanjavur, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,27,3.91
T670,545,10953,3/3/2024 7:45,Car,20,1,"Cuddalore, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,29,24.28
T671,222,17536,3/3/2024 7:50,Car,10,5,"Karur, Tamil Nadu, India","Chennai, Tamil Nadu, India",electric,27,65.19
T672,228F,11682,3/3/2024 7:55,Car,22,1,"Hosur, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,26,29.78
T673,G10,14542,3/3/2024 8:00,Car,1,3,"Tiruchirappalli, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,26,4.06
T674,100,12266,3/3/2024 8:05,Car,13,5,"Sivakasi, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,29,78.9
T675,G10,12947,3/3/2024 8:10,Car,9,1,"Chennai, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,20,15.84
T676,171,18035,3/3/2024 8:15,Car,5,5,"Cuddalore, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,24,36.67
T677,100,13945,3/3/2024 8:20,Car,14,4,"Thanjavur, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,26,75.82
T678,542,11367,3/3/2024 8:25,Car,1,4,"Erode, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,22,6.4
T679,579,12348,3/3/2024 8:30,Car,8,3,"Nagercoil, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,25,33.79
T680,M44,13814,3/3/2024 8:35,Car,10,1,"Coimbatore, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,28,12.57
T681,720,13504,3/3/2024 8:40,Car,10,4,"Erode, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,26,54.15
T682,B10,12955,3/3/2024 8:45,Car,6,1,"Salem, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,30,7.04
T683,H30,12856,3/3/2024 8:50,Car,21,1,"Tiruppur, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,29,25.49
T684,251,12716,3/3/2024 8:55,Bike,22,2,"Tiruchirappalli, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,23,67.34
T685,168,14011,3/3/2024 9:00,Car,20,3,"Sivakasi, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,23,91.83
T686,178S,13484,3/3/2024 9:05,Car,3,5,"Chennai, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,22,24.0
T687,M44,10915,3/3/2024 9:10,Bike,10,4,"Cuddalore, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,28,50.29
T688,507,11429,3/3/2024 9:15,Car,7,2,"Dindigul, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",gasoline,27,18.25
T689,203B,12994,3/3/2024 9:20,Car,18,1,"Dindigul, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,22,28.8
T690,150,12880,3/3/2024 9:25,Bike,20,4,"Thanjavur, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,27,104.3
T691,M44,16667,3/3/2024 9:30,Bike,11,4,"Cuddalore, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",electric,29,53.41
T692,265,14931,3/3/2024 9:35,Bike,25,5,"Tirunelveli, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,24,183.33
T693,150,12774,3/3/2024 9:40,Car,11,2,"Coimbatore, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,28,27.66
T694,C1,10790,3/3/2024 9:45,Car,12,5,"Thanjavur, Tamil Nadu, India","Madurai, Tamil Nadu, India",gasoline,27,78.22
T695,442,18403,3/3/2024 9:50,Car,25,5,"Thoothukudi, Tamil Nadu, India","Tiruchirappalli, Tamil Nadu, India",gasoline,26,169.23
T696,440,10157,3/3/2024 9:55,Bike,24,2,"Dindigul, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,27,62.58
T697,150,17452,3/3/2024 10:00,Car,23,3,"Cuddalore, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,25,97.15
T698,208,12474,3/3/2024 10:05,Car,7,4,"Tirunelveli, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,30,32.85
T699,248,13781,3/3/2024 10:10,Bike,15,4,"Tiruchirappalli, Tamil Nadu, India","Chennai, Tamil Nadu, India",electric,24,88.0
T700,501,11330,3/3/2024 10:15,Car,21,3,"Tirunelveli, Tamil Nadu, India","Salem, Tamil Nadu, India",gasoline,24,92.4
T701,493,18223,3/3/2024 10:20,Car,12,1,"Nagapattinam, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,28,15.09
T702,230,12191,3/3/2024 10:25,Car,23,5,"Tiruchirappalli, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",gasoline,25,161.92
T703,235,11890,3/3/2024 10:30,Bike,11,1,"Tirunelveli, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,23,16.83
T704,865,13758,3/3/2024 10:35,Bike,6,2,"Kanchipuram, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,26,16.25
T705,G10,14048,3/3/2024 10:40,Car,17,5,"Cuddalore, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,24,124.67
T706,M44,13292,3/3/2024 10:45,Car,7,4,"Chennai, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,29,33.99
T707,506,11048,3/3/2024 10:50,Car,22,2,"Erode, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,24,64.53
T708,645,14982,3/3/2024 10:55,Car,25,1,"Tiruppur, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,23,38.26
T709,287,13122,3/3/2024 11:00,Car,4,5,"Tirunelveli, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,21,33.52
T710,241,14830,3/3/2024 11:05,Car,12,2,"Dindigul, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,22,38.4
T711,M44,10882,3/3/2024 11:10,Car,11,3,"Erode, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,27,43.02
T712,G10,13922,3/3/2024 11:15,Bike,14,2,"Coimbatore, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,26,37.91
T713,G10,17738,3/3/2024 11:20,Car,10,4,"Vellore, Tamil Nadu, India","Cuddalore, Tamil Nadu, India",electric,24,58.67
T714,300,14001,3/3/2024 11:25,Bike,4,2,"Nagercoil, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,27,10.43
T715,232,12608,3/3/2024 11:30,Car,12,4,"Tiruchirappalli, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,20,84.48
T716,117,12199,3/3/2024 11:35,Bike,23,5,"Dindigul, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,20,202.4
T717,M44,11370,3/3/2024 11:40,Car,23,1,"Madurai, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,20,40.48
T718,262,14297,3/3/2024 11:45,Bike,1,1,"Thoothukudi, Tamil Nadu, India","Karur, Tamil Nadu, India",electric,20,1.76
T719,203F,11262,3/3/2024 11:50,Car,21,5,"Madurai, Tamil Nadu, India","Vellore, Tamil Nadu, India",electric,20,184.8
T720,147,13649,3/3/2024 11:55,Car,24,1,"Nagercoil, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,29,29.13
T721,864F,14916,3/3/2024 12:00,Bike,7,2,"Dindigul, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,30,16.43
T722,733,15477,3/3/2024 12:05,Car,9,1,"Dindigul, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,26,12.18
T723,224F,18395,3/3/2024 12:10,Car,23,5,"Coimbatore, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,21,192.76
T724,157,12546,3/3/2024 12:15,Car,6,2,"Thanjavur, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,23,18.37
T725,273,13310,3/3/2024 12:20,Car,24,5,"Hosur, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,22,192.0
T726,251,12820,3/3/2024 12:25,Car,20,1,"Cuddalore, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,30,23.47
T727,253,12719,3/3/2024 12:30,Car,13,5,"Sivakasi, Tamil Nadu, India","Dindigul, Tamil Nadu, India",gasoline,24,95.33
T728,208,12364,3/3/2024 12:35,Car,19,4,"Kanchipuram, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,27,99.08
T729,147,13282,3/3/2024 12:40,Car,17,5,"Thoothukudi, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,22,136.0
T730,H20,16415,3/3/2024 12:45,Bike,6,2,"Madurai, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,23,18.37
T731,150,11708,3/3/2024 12:50,Car,7,4,"Karur, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,29,33.99
T732,248,14042,3/3/2024 12:55,Car,7,3,"Salem, Tamil Nadu, India","Erode, Tamil Nadu, India",electric,23,32.14
T733,333B,11071,3/3/2024 13:00,Bike,6,1,"Karur, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",electric,24,8.8
T734,287,13148,3/3/2024 13:05,Car,20,2,"Cuddalore, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",gasoline,20,70.4
T735,230,12502,3/3/2024 13:10,Car,11,3,"Madurai, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,25,46.46
T736,190,14349,3/3/2024 13:15,Car,4,5,"Dindigul, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,27,26.07
T737,G21,15349,3/3/2024 13:20,Bike,23,5,"Cuddalore, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,20,202.4
T738,506,11401,3/3/2024 13:25,Car,17,4,"Kanchipuram, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,26,92.06
T739,M44,14133,3/3/2024 13:30,Car,13,1,"Erode, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",electric,30,15.25
T740,232,11665,3/3/2024 13:35,Car,4,1,"Chennai, Tamil Nadu, India","Thanjavur, Tamil Nadu, India",electric,21,6.7
T741,224,10259,3/3/2024 13:40,Car,19,2,"Madurai, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",gasoline,22,60.8
T742,H22,16472,3/3/2024 13:45,Bike,18,2,"Tiruchirappalli, Tamil Nadu, India","Tirunelveli, Tamil Nadu, India",gasoline,25,50.69
T743,H30,16359,3/3/2024 13:50,Car,12,3,"Hosur, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,22,57.6
T744,208,12228,3/3/2024 13:55,Car,13,2,"Salem, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",gasoline,27,33.9
T745,G10,14457,3/3/2024 14:00,Bike,6,5,"Madurai, Tamil Nadu, India","Coimbatore, Tamil Nadu, India",electric,30,35.2
T746,400,10328,3/3/2024 14:05,Car,23,3,"Tiruppur, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",gasoline,21,115.66
T747,178,12101,3/3/2024 14:10,Bike,4,5,"Nagapattinam, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,28,25.14
T748,M44,14963,3/3/2024 14:15,Bike,17,4,"Nagercoil, Tamil Nadu, India","Madurai, Tamil Nadu, India",electric,22,108.8
T749,M44,12129,3/3/2024 14:20,Car,10,2,"Vellore, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,24,29.33
T750,H20,16415,3/3/2024 14:25,Car,20,2,"Chennai, Tamil Nadu, India","Nagapattinam, Tamil Nadu, India",electric,20,70.4
T751,G20,13566,3/3/2024 14:30,Car,15,4,"Namakkal, Tamil Nadu, India","Sivakasi, Tamil Nadu, India",electric,27,78.22
T752,H32,16437,3/3/2024 14:35,Car,24,2,"Madurai, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,24,70.4
T753,174,13354,3/3/2024 14:40,Car,22,5,"Tiruchirappalli, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,27,143.41
T754,288,13092,3/3/2024 14:45,Car,18,4,"Namakkal, Tamil Nadu, India","Erode, Tamil Nadu, India",gasoline,23,110.19
T755,178,12624,3/3/2024 14:50,Bike,15,2,"Karur, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,29,36.41
T756,442,17315,3/3/2024 14:55,Car,18,3,"Salem, Tamil Nadu, India","Tiruppur, Tamil Nadu, India",electric,20,95.04
T757,117,12681,3/3/2024 15:00,Car,17,2,"Karur, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,21,56.99
T758,248F,14622,3/3/2024 15:05,Car,6,2,"Tiruchirappalli, Tamil Nadu, India","Namakkal, Tamil Nadu, India",gasoline,23,18.37
T759,265,14212,3/3/2024 15:10,Bike,21,5,"Sivakasi, Tamil Nadu, India","Thoothukudi, Tamil Nadu, India",gasoline,21,176.0
T760,M44,14963,3/3/2024 15:15,Bike,25,2,"Chennai, Tamil Nadu, India","Vellore, Tamil Nadu, India",gasoline,22,80.0
T761,100,14037,3/3/2024 15:20,Car,5,1,"Vellore, Tamil Nadu, India","Karur, Tamil Nadu, India",gasoline,23,7.65
T762,225M,10727,3/3/2024 15:25,Car,19,2,"Madurai, Tamil Nadu, India","Salem, Tamil Nadu, India",electric,30,44.59
T763,118,12806,3/3/2024 15:30,Car,5,4,"Tiruchirappalli, Tamil Nadu, India","Chennai, Tamil Nadu, India",gasoline,23,30.61
T764,G10,12010,3/3/2024 15:35,Car,13,3,"Madurai, Tamil Nadu, India","Nagercoil, Tamil Nadu, India",gasoline,26,52.8
T765,669,14413,3/3/2024 15:40,Car,10,4,"Salem, Tamil Nadu, India","Hosur, Tamil Nadu, India",electric,23,61.22
T766,248,14625,3/3/2024 15:45,Car,7,2,"Karur, Tamil Nadu, India","Dindigul, Tamil Nadu, India",electric,26,18.95
