Weather_ID,Date and time,Summary,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Cloud Cover,Pressure (millibars)
W70944,2024-11-02 07:55:00,Mostly Cloudy,22.988888888888887,22.988888888888887,0.82,3.3005,222,15.1823,0.666,1011.76
W70945,2024-11-02 08:00:00,Mostly Cloudy,22.266666666666666,22.266666666666666,0.83,6.5849,255,10.2557,0.758,1011.93
W70946,2024-11-02 08:05:00,Mostly Cloudy,21.688888888888894,21.688888888888894,0.86,11.0768,290,10.2557,0.811,1012.22
W70947,2024-11-02 08:10:00,Partly Cloudy,21.688888888888894,21.688888888888894,0.81,10.1913,299,10.2235,0.772,1012.44
W70948,2024-11-02 08:15:00,Partly Cloudy,20.55555555555556,20.55555555555556,0.8,10.948,300,12.2521,0.719,1012.43
W70949,2024-11-02 08:20:00,Partly Cloudy,20.488888888888887,20.488888888888887,0.76,10.9158,318,15.1823,0.737,1012.52
W70950,2024-11-02 08:25:00,Partly Cloudy,18.96111111111111,18.96111111111111,0.84,7.679699999999999,326,12.380900000000002,0.753,1012.81
W70951,2024-11-02 08:30:00,Partly Cloudy,18.86666666666666,18.86666666666666,0.84,5.0393,290,15.1823,0.721,1013.02
W70952,2024-11-02 08:35:00,Partly Cloudy,19.95555555555556,19.95555555555556,0.73,12.6868,300,16.1,0.657,1012.95
W70953,2024-11-02 08:40:00,Partly Cloudy,21.97777777777777,21.97777777777777,0.69,9.499,301,15.1823,0.643,1013.49
W70954,2024-11-02 08:45:00,Mostly Cloudy,23.73333333333333,23.73333333333333,0.62,11.3505,292,16.1,0.609,1013.53
W70955,2024-11-02 08:50:00,Mostly Cloudy,24.88333333333334,24.88333333333334,0.54,9.5795,311,16.1,0.512,1013.62
W70956,2024-11-02 08:55:00,Mostly Cloudy,26.872222222222224,27.56666666666667,0.54,4.6368,258,15.552600000000002,0.59,1013.46
W70957,2024-11-02 09:00:00,Mostly Cloudy,27.661111111111115,28.33888888888889,0.53,10.980200000000002,291,15.826300000000002,0.586,1013.72
W70958,2024-11-02 09:05:00,Mostly Cloudy,28.772222222222226,28.694444444444443,0.44,10.6904,329,15.826300000000002,0.585,1013.42
W70959,2024-11-02 09:10:00,Partly Cloudy,29.666666666666668,29.966666666666665,0.46,8.790600000000001,266,15.3111,0.428,1012.97
W70960,2024-11-02 09:15:00,Partly Cloudy,29.88333333333334,29.916666666666668,0.43,9.4185,303,16.1,0.477,1012.63
W70961,2024-11-02 09:20:00,Partly Cloudy,29.88333333333334,29.61111111111111,0.4,9.5312,351,16.1,0.429,1012.34
W70962,2024-11-02 09:25:00,Partly Cloudy,29.83333333333333,29.6,0.41,8.774500000000002,310,15.552600000000002,0.496,1012.45
W70963,2024-11-02 09:30:00,Partly Cloudy,28.81666666666667,28.72777777777777,0.43,12.2843,9,16.1,0.528,1012.23
W70964,2024-11-02 09:35:00,Partly Cloudy,27.17222222222222,27.661111111111115,0.51,4.7978000000000005,358,16.1,0.526,1012.14
W70965,2024-11-02 09:40:00,Partly Cloudy,24.116666666666664,24.116666666666664,0.67,8.4686,346,15.552600000000002,0.608,1012.44
W70966,2024-11-02 09:45:00,Partly Cloudy,22.127777777777776,22.127777777777776,0.8,8.0983,339,16.1,0.669,1012.84
W70967,2024-11-02 09:50:00,Partly Cloudy,21.57222222222222,21.57222222222222,0.78,11.0768,340,16.1,0.672,1012.82
W70968,2024-11-02 09:55:00,Partly Cloudy,21.03888888888889,21.03888888888889,0.72,10.5938,342,15.1823,0.673,1013.14
W70969,2024-11-02 10:00:00,Partly Cloudy,20.39444444444444,20.39444444444444,0.71,10.5616,0,16.1,0.664,1012.96
W70970,2024-11-02 10:05:00,Partly Cloudy,19.86111111111111,19.86111111111111,0.75,10.5294,341,16.1,0.731,1012.96
W70971,2024-11-02 10:10:00,Partly Cloudy,18.96111111111111,18.96111111111111,0.83,7.1967,333,11.237800000000002,0.742,1013.02
W70972,2024-11-02 10:15:00,Partly Cloudy,19.35555555555556,19.35555555555556,0.81,6.1341,350,16.1,0.74,1012.63
W70973,2024-11-02 10:20:00,Partly Cloudy,18.81666666666667,18.81666666666667,0.87,3.1234,352,15.1823,0.706,1012.14
W70974,2024-11-02 10:25:00,Partly Cloudy,19.34444444444444,19.34444444444444,0.9,5.828200000000001,11,14.3934,0.71,1011.89
W70975,2024-11-02 10:30:00,Mostly Cloudy,19.79444444444444,19.79444444444444,0.87,4.7012,21,12.2521,0.799,1011.66
W70976,2024-11-02 10:35:00,Mostly Cloudy,20.86111111111111,20.86111111111111,0.87,3.2683,34,9.982,0.787,1011.73
W70977,2024-11-02 10:40:00,Mostly Cloudy,23.41666666666667,23.41666666666667,0.77,1.0143,88,9.8532,0.692,1011.47
W70978,2024-11-02 10:45:00,Overcast,25.811111111111103,25.811111111111103,0.74,2.8497000000000003,166,15.826300000000002,0.778,1011.05
W70979,2024-11-02 10:50:00,Mostly Cloudy,27.522222222222226,29.466666666666672,0.67,4.5724,156,15.826300000000002,0.587,1010.74
W70980,2024-11-02 10:55:00,Mostly Cloudy,29.72222222222222,32.25,0.6,8.629600000000002,206,9.982,0.612,1010.48
W70981,2024-11-02 11:00:00,Partly Cloudy,30.9,33.57222222222222,0.55,10.577700000000002,170,9.982,0.58,1010.03
W70982,2024-11-02 11:05:00,Partly Cloudy,31.938888888888886,34.95555555555556,0.53,11.0446,181,9.982,0.502,1009.61
W70983,2024-11-02 11:10:00,Partly Cloudy,32.09444444444444,34.91111111111112,0.51,12.5902,171,15.3111,0.462,1009.24
W70984,2024-11-02 11:15:00,Partly Cloudy,32.17222222222222,35.09444444444445,0.52,14.023100000000005,180,15.826300000000002,0.52,1008.68
W70985,2024-11-02 11:20:00,Partly Cloudy,32.24444444444445,33.05,0.42,15.4721,180,16.1,0.487,1008.07
W70986,2024-11-02 11:25:00,Partly Cloudy,32.25555555555556,33.03333333333333,0.42,15.697500000000002,179,15.552600000000002,0.436,1007.71
W70987,2024-11-02 11:30:00,Partly Cloudy,31.13333333333334,32.43888888888889,0.48,11.3183,161,16.1,0.441,1007.16
W70988,2024-11-02 11:35:00,Partly Cloudy,28.95555555555556,30.716666666666672,0.58,9.3863,160,16.1,0.556,1006.96
W70989,2024-11-02 11:40:00,Partly Cloudy,27.46111111111112,29.066666666666663,0.64,12.2682,140,15.552600000000002,0.506,1007.05
W70990,2024-11-02 11:45:00,Partly Cloudy,27.061111111111103,28.59444444444445,0.66,13.685,150,16.1,0.586,1007.16
W70991,2024-11-02 11:50:00,Partly Cloudy,27.016666666666666,28.39444444444445,0.64,16.840600000000002,159,16.1,0.616,1007.04
W70992,2024-11-02 11:55:00,Partly Cloudy,26.011111111111106,26.011111111111106,0.7,17.146500000000003,160,15.1823,0.624,1006.42
W70993,2024-11-02 12:00:00,Partly Cloudy,25.46666666666667,25.46666666666667,0.74,16.9694,170,16.1,0.586,1006.27
W70994,2024-11-02 12:05:00,Partly Cloudy,24.844444444444445,24.844444444444445,0.76,16.7923,171,16.1,0.721,1006.69
W70995,2024-11-02 12:10:00,Partly Cloudy,23.36111111111111,23.36111111111111,0.83,6.601,171,15.1823,0.708,1007.02
W70996,2024-11-02 12:15:00,Partly Cloudy,21.62777777777778,21.62777777777778,0.9,9.7727,173,16.1,0.751,1007.24
W70997,2024-11-02 12:20:00,Partly Cloudy,21.06666666666667,21.06666666666667,0.9,5.1681,202,16.1,0.779,1007.88
W70998,2024-11-02 12:25:00,Partly Cloudy,22.15555555555555,22.15555555555555,0.82,18.6921,330,15.1823,0.699,1008.57
W70999,2024-11-02 12:30:00,Partly Cloudy,20.95,20.95,0.81,15.810200000000002,339,16.1,0.689,1009.15
W71000,2024-11-02 12:35:00,Partly Cloudy,21.994444444444447,21.994444444444447,0.73,15.955100000000002,340,16.1,0.705,1009.93
W71001,2024-11-02 12:40:00,Partly Cloudy,22.48888888888889,22.48888888888889,0.73,17.259200000000003,348,15.1823,0.628,1010.32
W71002,2024-11-02 12:45:00,Partly Cloudy,22.666666666666668,22.666666666666668,0.65,14.4739,350,16.1,0.65,1010.65
W71003,2024-11-02 12:50:00,Partly Cloudy,23.772222222222226,23.772222222222226,0.61,20.7368,339,10.2557,0.584,1010.59
W71004,2024-11-02 12:55:00,Partly Cloudy,23.98333333333333,23.98333333333333,0.55,26.0498,331,10.3684,0.569,1010.55
W71005,2024-11-02 13:00:00,Partly Cloudy,23.63333333333334,23.63333333333334,0.54,23.2967,349,9.982,0.609,1010.11
W71006,2024-11-02 13:05:00,Mostly Cloudy,24.488888888888887,24.488888888888887,0.55,21.9121,358,9.982,0.656,1009.86
W71007,2024-11-02 13:10:00,Mostly Cloudy,22.64444444444445,22.64444444444445,0.53,26.4523,348,15.3111,0.565,1009.98
W71008,2024-11-02 13:15:00,Breezy and Mostly Cloudy,20.83333333333333,20.83333333333333,0.6,35.6293,320,15.826300000000002,0.541,1010.57
W71009,2024-11-02 13:20:00,Breezy and Mostly Cloudy,18.72222222222222,18.72222222222222,0.74,32.47370000000001,330,9.982,0.743,1011.58
W71010,2024-11-02 13:25:00,Breezy and Mostly Cloudy,17.89444444444444,17.89444444444444,0.74,30.6544,340,10.3523,0.683,1010.92
W71011,2024-11-02 13:30:00,Breezy and Mostly Cloudy,17.616666666666667,17.616666666666667,0.75,29.897700000000004,341,9.982,0.749,1011.27
W71012,2024-11-02 13:35:00,Mostly Cloudy,17.105555555555554,17.105555555555554,0.82,19.9801,349,9.982,0.772,1010.71
W71013,2024-11-02 13:40:00,Overcast,17.09444444444445,17.09444444444445,0.87,3.0107000000000004,237,9.4507,0.895,1010.94
W71014,2024-11-02 13:45:00,Mostly Cloudy,17.105555555555554,17.105555555555554,0.93,9.2575,290,9.982,0.829,1011.14
W71015,2024-11-02 13:50:00,Overcast,16.6,16.6,0.93,10.6582,241,9.982,0.934,1013.02
W71016,2024-11-02 13:55:00,Mostly Cloudy,16.06666666666667,16.06666666666667,0.93,10.626,308,14.3612,0.842,1013.35
W71017,2024-11-02 14:00:00,Mostly Cloudy,15.511111111111113,15.511111111111113,0.93,6.601,288,15.134000000000002,0.722,1013.81
W71018,2024-11-02 14:05:00,Overcast,15.533333333333337,15.533333333333337,0.93,6.3756,298,16.0517,0.939,1013.62
W71019,2024-11-02 14:10:00,Mostly Cloudy,15.538888888888888,15.538888888888888,0.94,3.703,258,14.168000000000005,0.758,1014.13
W71020,2024-11-02 14:15:00,Mostly Cloudy,14.949999999999998,14.949999999999998,0.93,3.2039,279,14.9086,0.845,1013.93
W71021,2024-11-02 14:20:00,Mostly Cloudy,14.394444444444442,14.394444444444442,0.93,3.2039,249,9.982,0.762,1014.09
W71022,2024-11-02 14:25:00,Partly Cloudy,14.616666666666667,14.616666666666667,0.93,3.22,225,8.420300000000001,0.927,1013.97
W71023,2024-11-02 14:30:00,Partly Cloudy,12.894444444444446,12.894444444444446,0.96,4.7656,213,8.1305,0.843,1013.8
W71024,2024-11-02 14:35:00,Partly Cloudy,15.994444444444444,15.994444444444444,0.88,8.0822,232,9.982,0.771,1014.09
W71025,2024-11-02 14:40:00,Partly Cloudy,17.62222222222222,17.62222222222222,0.86,8.1788,282,9.982,0.809,1014.19
W71026,2024-11-02 14:45:00,Partly Cloudy,19.86111111111111,19.86111111111111,0.74,10.9319,299,9.982,0.708,1014.12
W71027,2024-11-02 14:50:00,Partly Cloudy,22.08333333333333,22.08333333333333,0.65,9.7083,319,9.982,0.623,1014.0
W71028,2024-11-02 14:55:00,Partly Cloudy,22.45555555555556,22.45555555555556,0.55,4.6207,294,10.3523,0.573,1014.05
W71029,2024-11-02 15:00:00,Partly Cloudy,23.79444444444444,23.79444444444444,0.58,7.5187,281,9.982,0.596,1013.72
W71030,2024-11-02 15:05:00,Partly Cloudy,23.83888888888889,23.83888888888889,0.54,9.3058,281,9.982,0.568,1013.6
W71031,2024-11-02 15:10:00,Mostly Cloudy,24.73888888888889,24.73888888888889,0.48,8.8067,316,10.3523,0.593,1013.17
W71032,2024-11-02 15:15:00,Partly Cloudy,24.90555555555555,24.90555555555555,0.5,7.728,240,10.2557,0.574,1012.71
W71033,2024-11-02 15:20:00,Mostly Cloudy,24.95,24.95,0.47,2.9302,248,10.2557,0.574,1012.31
W71034,2024-11-02 15:25:00,Partly Cloudy,25.73333333333333,25.73333333333333,0.45,4.186000000000001,277,10.577700000000002,0.524,1012.09
W71035,2024-11-02 15:30:00,Partly Cloudy,24.90555555555555,24.90555555555555,0.47,7.695800000000001,268,10.2557,0.581,1011.62
W71036,2024-11-02 15:35:00,Partly Cloudy,22.77777777777778,22.77777777777778,0.61,4.6690000000000005,250,10.2557,0.605,1011.51
W71037,2024-11-02 15:40:00,Partly Cloudy,21.23888888888889,21.23888888888889,0.67,4.4758,204,10.577700000000002,0.629,1011.77
W71038,2024-11-02 15:45:00,Partly Cloudy,17.755555555555556,17.755555555555556,0.89,1.5617,225,16.1,0.73,1012.3
W71039,2024-11-02 15:50:00,Partly Cloudy,17.68888888888889,17.68888888888889,0.84,3.2683,214,16.1,0.783,1012.6
W71040,2024-11-02 15:55:00,Partly Cloudy,17.938888888888894,17.938888888888894,0.84,6.1019000000000005,203,15.1823,0.708,1012.84
W71041,2024-11-02 16:00:00,Partly Cloudy,16.67222222222222,16.67222222222222,0.87,6.262900000000001,215,15.826300000000002,0.725,1013.12
W71042,2024-11-02 16:05:00,Partly Cloudy,16.733333333333334,16.733333333333334,0.9,10.9319,272,15.826300000000002,0.769,1013.13
W71043,2024-11-02 16:10:00,Partly Cloudy,16.81111111111111,16.81111111111111,0.9,6.423900000000001,287,11.6886,0.784,1012.97
W71044,2024-11-02 16:15:00,Partly Cloudy,16.644444444444446,16.644444444444446,0.87,17.114300000000004,321,12.2521,0.727,1013.16
W71045,2024-11-02 16:20:00,Partly Cloudy,15.483333333333333,15.483333333333333,0.9,10.8675,330,15.1823,0.722,1013.63
W71046,2024-11-02 16:25:00,Mostly Cloudy,15.577777777777776,15.577777777777776,0.91,6.5205,329,14.3934,0.81,1013.77
W71047,2024-11-02 16:30:00,Mostly Cloudy,15.994444444444444,15.994444444444444,0.87,12.525800000000002,319,10.2557,0.739,1014.15
W71048,2024-11-02 16:35:00,Mostly Cloudy,15.994444444444444,15.994444444444444,0.82,11.2217,310,10.2557,0.797,1014.27
W71049,2024-11-02 16:40:00,Mostly Cloudy,17.511111111111113,17.511111111111113,0.75,20.9783,320,10.2235,0.703,1014.9
W71050,2024-11-02 16:45:00,Mostly Cloudy,17.77777777777778,17.77777777777778,0.73,17.549000000000003,319,16.1,0.577,1015.13
W71051,2024-11-02 16:50:00,Partly Cloudy,20.97222222222222,20.97222222222222,0.57,14.6349,319,9.982,0.647,1015.32
W71052,2024-11-02 16:55:00,Partly Cloudy,21.888888888888893,21.888888888888893,0.56,14.296800000000005,313,10.3523,0.642,1015.39
W71053,2024-11-02 17:00:00,Partly Cloudy,22.63888888888889,22.63888888888889,0.48,17.581200000000003,319,10.2557,0.591,1015.25
W71054,2024-11-02 17:05:00,Mostly Cloudy,22.666666666666668,22.666666666666668,0.44,17.3719,290,10.2557,0.529,1015.25
W71055,2024-11-02 17:10:00,Mostly Cloudy,23.694444444444446,23.694444444444446,0.41,20.1411,320,15.552600000000002,0.478,1015.2
W71056,2024-11-02 17:15:00,Partly Cloudy,23.75,23.75,0.37,17.2753,300,16.1,0.451,1014.93
W71057,2024-11-02 17:20:00,Partly Cloudy,23.79444444444444,23.79444444444444,0.38,20.0445,301,16.1,0.445,1014.82
W71058,2024-11-02 17:25:00,Partly Cloudy,22.3,22.3,0.44,20.2377,300,15.552600000000002,0.524,1014.57
W71059,2024-11-02 17:30:00,Mostly Cloudy,22.22222222222222,22.22222222222222,0.46,17.2109,309,10.2557,0.551,1014.51
W71060,2024-11-02 17:35:00,Mostly Cloudy,21.06111111111111,21.06111111111111,0.49,9.7405,311,16.1,0.52,1014.52
W71061,2024-11-02 17:40:00,Mostly Cloudy,17.677777777777777,17.677777777777777,0.74,3.5098000000000003,314,15.552600000000002,0.651,1014.39
W71062,2024-11-02 17:45:00,Partly Cloudy,16.105555555555558,16.105555555555558,0.77,9.7244,309,16.1,0.702,1015.04
W71063,2024-11-02 17:50:00,Partly Cloudy,16.044444444444444,16.044444444444444,0.72,11.2056,299,16.1,0.722,1015.63
W71064,2024-11-02 17:55:00,Partly Cloudy,14.772222222222224,14.772222222222224,0.81,11.0768,280,15.1823,0.731,1016.21
W71065,2024-11-02 18:00:00,Partly Cloudy,14.405555555555557,14.405555555555557,0.8,11.3344,308,16.1,0.662,1016.05
W71066,2024-11-02 18:05:00,Partly Cloudy,14.488888888888887,14.488888888888887,0.77,6.7942,300,16.1,0.7,1016.03
W71067,2024-11-02 18:10:00,Partly Cloudy,14.061111111111112,14.061111111111112,0.81,10.787,300,15.1823,0.748,1015.8
W71068,2024-11-02 18:15:00,Partly Cloudy,12.916666666666666,12.916666666666666,0.85,6.6493,291,16.1,0.775,1016.02
W71069,2024-11-02 18:20:00,Partly Cloudy,13.333333333333334,13.333333333333334,0.83,11.0607,319,16.1,0.756,1015.85
W71070,2024-11-02 18:25:00,Partly Cloudy,12.877777777777778,12.877777777777778,0.87,7.0518,291,15.1823,0.769,1015.9
W71071,2024-11-02 18:30:00,Partly Cloudy,12.755555555555556,12.755555555555556,0.9,9.5634,301,16.1,0.881,1015.78
W71072,2024-11-02 18:35:00,Partly Cloudy,14.883333333333333,14.883333333333333,0.78,17.1304,320,16.1,0.657,1015.98
W71073,2024-11-02 18:40:00,Partly Cloudy,16.866666666666667,16.866666666666667,0.7,21.3486,321,15.552600000000002,0.721,1016.4
W71074,2024-11-02 18:45:00,Partly Cloudy,18.75,18.75,0.65,12.719,339,16.1,0.648,1016.47
W71075,2024-11-02 18:50:00,Partly Cloudy,20.97222222222222,20.97222222222222,0.57,12.6707,348,9.982,0.712,1016.57
W71076,2024-11-02 18:55:00,Partly Cloudy,21.866666666666667,21.866666666666667,0.51,14.0875,338,10.3523,0.527,1016.77
W71077,2024-11-02 19:00:00,Partly Cloudy,22.22222222222222,22.22222222222222,0.49,11.0768,318,10.2557,0.636,1016.73
W71078,2024-11-02 19:05:00,Mostly Cloudy,22.266666666666666,22.266666666666666,0.43,14.329,339,10.2557,0.61,1016.52
W71079,2024-11-02 19:10:00,Mostly Cloudy,23.649999999999995,23.649999999999995,0.41,10.1591,322,10.577700000000002,0.521,1015.75
W71080,2024-11-02 19:15:00,Mostly Cloudy,23.86111111111111,23.86111111111111,0.38,13.9587,329,16.1,0.439,1015.42
W71081,2024-11-02 19:20:00,Partly Cloudy,23.86111111111111,23.86111111111111,0.35,14.296800000000005,319,16.1,0.543,1015.12
W71082,2024-11-02 19:25:00,Partly Cloudy,23.75,23.75,0.35,15.5848,318,15.552600000000002,0.43,1015.04
W71083,2024-11-02 19:30:00,Partly Cloudy,22.73333333333333,22.73333333333333,0.35,14.4739,290,16.1,0.504,1014.72
W71084,2024-11-02 19:35:00,Partly Cloudy,21.08333333333333,21.08333333333333,0.49,8.1305,300,16.1,0.598,1014.62
W71085,2024-11-02 19:40:00,Partly Cloudy,17.716666666666665,17.716666666666665,0.68,7.6636,281,15.552600000000002,0.642,1014.78
W71086,2024-11-02 19:45:00,Partly Cloudy,15.02777777777778,15.02777777777778,0.82,4.7495,290,16.1,0.718,1015.51
W71087,2024-11-02 19:50:00,Partly Cloudy,13.894444444444442,13.894444444444442,0.85,3.2039,271,16.1,0.814,1015.62
W71088,2024-11-02 19:55:00,Clear,13.15,13.15,0.88,3.22,279,15.552600000000002,0.253,1015.79
W71089,2024-11-02 20:00:00,Clear,12.2,12.2,0.9,3.22,270,16.1,0.252,1015.81
W71090,2024-11-02 20:05:00,Clear,11.644444444444446,11.644444444444446,0.9,3.22,170,16.1,0.168,1015.8
W71091,2024-11-02 20:10:00,Clear,11.316666666666666,11.316666666666666,0.89,1.9642,270,15.1823,0.324,1015.66
W71092,2024-11-02 20:15:00,Clear,10.005555555555553,10.005555555555553,0.93,3.22,240,16.1,0.282,1015.61
W71093,2024-11-02 20:20:00,Clear,10.005555555555553,10.005555555555553,0.93,0.0,0,16.0517,0.329,1015.6
W71094,2024-11-02 20:25:00,Clear,10.627777777777778,10.627777777777778,0.93,6.44,170,14.9569,0.297,1015.56
W71095,2024-11-02 20:30:00,Partly Cloudy,9.983333333333333,9.983333333333333,0.93,0.0,0,9.982,0.893,1015.4
W71096,2024-11-02 20:35:00,Partly Cloudy,13.738888888888887,13.738888888888887,0.9,0.0,0,15.826300000000002,0.826,1015.61
W71097,2024-11-02 20:40:00,Partly Cloudy,17.54444444444444,17.54444444444444,0.75,2.9302,179,15.1823,0.647,1015.84
W71098,2024-11-02 20:45:00,Partly Cloudy,20.00555555555556,20.00555555555556,0.53,9.032100000000002,152,16.1,0.543,1015.97
W71099,2024-11-02 20:50:00,Partly Cloudy,22.2,22.2,0.46,9.4346,172,16.1,0.542,1015.98
W71100,2024-11-02 20:55:00,Partly Cloudy,23.7,23.7,0.41,8.9838,192,15.552600000000002,0.549,1015.99
W71101,2024-11-02 21:00:00,Partly Cloudy,23.95555555555556,23.95555555555556,0.35,9.3863,199,16.1,0.462,1015.48
W71102,2024-11-02 21:05:00,Partly Cloudy,23.96111111111111,23.96111111111111,0.36,10.851400000000002,163,16.1,0.472,1015.26
W71103,2024-11-02 21:10:00,Partly Cloudy,24.844444444444445,24.844444444444445,0.36,9.9176,188,15.552600000000002,0.478,1014.63
W71104,2024-11-02 21:15:00,Mostly Cloudy,25.022222222222226,25.022222222222226,0.36,9.7083,191,16.1,0.424,1014.08
W71105,2024-11-02 21:20:00,Mostly Cloudy,25.022222222222226,25.022222222222226,0.33,11.3988,189,16.1,0.426,1013.67
W71106,2024-11-02 21:25:00,Mostly Cloudy,25.07222222222222,25.07222222222222,0.36,11.0768,189,15.552600000000002,0.456,1013.52
W71107,2024-11-02 21:30:00,Partly Cloudy,23.98333333333333,23.98333333333333,0.38,12.558,180,16.1,0.513,1013.27
W71108,2024-11-02 21:35:00,Partly Cloudy,22.28888888888889,22.28888888888889,0.48,5.1681,170,16.1,0.601,1013.17
W71109,2024-11-02 21:40:00,Partly Cloudy,19.33888888888889,19.33888888888889,0.61,4.6851,161,15.552600000000002,0.572,1013.4
W71110,2024-11-02 21:45:00,Partly Cloudy,17.272222222222226,17.272222222222226,0.72,4.83,140,16.1,0.696,1013.76
W71111,2024-11-02 21:50:00,Partly Cloudy,15.605555555555558,15.605555555555558,0.81,6.4078,131,16.1,0.726,1013.77
W71112,2024-11-02 21:55:00,Clear,15.88888888888889,15.88888888888889,0.76,6.5849,141,15.1823,0.178,1013.54
W71113,2024-11-02 22:00:00,Clear,14.444444444444445,14.444444444444445,0.8,6.166300000000001,140,16.1,0.178,1013.58
W71114,2024-11-02 22:05:00,Clear,13.355555555555554,13.355555555555554,0.83,3.2039,151,16.1,0.245,1013.58
W71115,2024-11-02 22:10:00,Clear,12.95,12.95,0.89,3.4132,130,15.1823,0.25,1013.63
W71116,2024-11-02 22:15:00,Clear,13.266666666666667,13.266666666666667,0.86,6.279,139,16.1,0.266,1013.5
W71117,2024-11-02 22:20:00,Partly Cloudy,13.361111111111107,13.361111111111107,0.83,6.1341,139,16.1,0.696,1013.68
W71118,2024-11-02 22:25:00,Mostly Cloudy,14.38888888888889,14.38888888888889,0.83,10.8836,141,15.1823,0.694,1013.58
W71119,2024-11-02 22:30:00,Mostly Cloudy,13.85,13.85,0.9,9.499,139,16.1,0.812,1013.97
W71120,2024-11-02 22:35:00,Mostly Cloudy,15.977777777777776,15.977777777777776,0.79,7.760200000000001,139,10.2557,0.755,1013.88
W71121,2024-11-02 22:40:00,Mostly Cloudy,17.87777777777778,17.87777777777778,0.74,5.152000000000001,135,10.2235,0.722,1014.21
W71122,2024-11-02 22:45:00,Partly Cloudy,21.06666666666667,21.06666666666667,0.6,10.7387,150,10.2557,0.613,1013.98
W71123,2024-11-02 22:50:00,Partly Cloudy,23.88888888888889,23.88888888888889,0.5,13.6206,160,16.1,0.564,1013.88
W71124,2024-11-02 22:55:00,Mostly Cloudy,24.922222222222224,24.922222222222224,0.5,11.109000000000002,177,15.552600000000002,0.526,1014.2
W71125,2024-11-02 23:00:00,Mostly Cloudy,25.06666666666667,25.06666666666667,0.5,9.821,191,16.1,0.56,1013.97
W71126,2024-11-02 23:05:00,Mostly Cloudy,27.17222222222222,27.05,0.41,14.329,228,16.1,0.459,1013.57
W71127,2024-11-02 23:10:00,Mostly Cloudy,27.672222222222224,27.133333333333336,0.36,12.88,227,15.552600000000002,0.412,1013.34
W71128,2024-11-02 23:15:00,Mostly Cloudy,27.70555555555556,27.15555555555555,0.36,14.2807,221,16.1,0.421,1013.07
W71129,2024-11-02 23:20:00,Mostly Cloudy,27.71111111111111,27.30555555555556,0.38,12.8156,230,16.1,0.477,1013.05
W71130,2024-11-02 23:25:00,Mostly Cloudy,26.34444444444445,26.34444444444445,0.39,13.6689,230,15.552600000000002,0.434,1012.94
W71131,2024-11-02 23:30:00,Partly Cloudy,26.06111111111111,26.06111111111111,0.39,13.685,210,16.1,0.543,1012.69
W71132,2024-11-02 23:35:00,Partly Cloudy,23.98333333333333,23.98333333333333,0.5,9.2253,211,16.1,0.479,1012.68
W71133,2024-11-02 23:40:00,Partly Cloudy,21.622222222222224,21.622222222222224,0.61,4.6207,174,15.552600000000002,0.594,1013.14
W71134,2024-11-02 23:45:00,Mostly Cloudy,20.07222222222222,20.07222222222222,0.68,7.776300000000001,191,16.1,0.685,1013.78
W71135,2024-11-02 23:50:00,Partly Cloudy,19.938888888888886,19.938888888888886,0.7,6.1985,161,16.1,0.659,1013.89
W71136,2024-11-02 23:55:00,Mostly Cloudy,17.994444444444444,17.994444444444444,0.81,3.6064000000000007,168,15.1823,0.701,1014.28
W71137,2024-11-03 00:00:00,Clear,19.93333333333333,19.93333333333333,0.87,6.44,300,16.1,0.279,1011.01
W71138,2024-11-03 00:05:00,Clear,19.35555555555556,19.35555555555556,0.88,3.1878,335,16.1,0.203,1010.83
W71139,2024-11-03 00:10:00,Clear,19.01111111111111,19.01111111111111,0.91,2.9946,206,14.876400000000002,0.253,1010.94
W71140,2024-11-03 00:15:00,Clear,18.22222222222222,18.22222222222222,0.91,3.2361,244,15.6009,0.198,1010.74
W71141,2024-11-03 00:20:00,Clear,17.76111111111111,17.76111111111111,0.93,6.230700000000001,309,15.6009,0.309,1010.92
W71142,2024-11-03 00:25:00,Partly Cloudy,17.938888888888894,17.938888888888894,0.93,3.2522,305,14.7637,0.802,1011.04
W71143,2024-11-03 00:30:00,Partly Cloudy,18.75555555555556,18.75555555555556,0.93,7.969500000000001,320,15.6009,0.793,1011.32
W71144,2024-11-03 00:35:00,Partly Cloudy,20.933333333333337,20.933333333333337,0.87,4.7495,330,15.6009,0.738,1011.23
W71145,2024-11-03 00:40:00,Partly Cloudy,23.511111111111106,23.511111111111106,0.81,7.422100000000001,290,15.150100000000002,0.7,1011.21
W71146,2024-11-03 00:45:00,Partly Cloudy,26.97222222222222,28.77777777777778,0.7,4.717300000000001,332,16.0517,0.626,1011.24
W71147,2024-11-03 00:50:00,Clear,27.68888888888889,29.33333333333333,0.63,7.969500000000001,20,16.1,0.096,1011.13
W71148,2024-11-03 00:55:00,Partly Cloudy,28.72777777777777,30.38888888888889,0.59,9.032100000000002,10,10.577700000000002,0.604,1011.24
W71149,2024-11-03 01:00:00,Partly Cloudy,29.92777777777778,30.666666666666668,0.48,7.567000000000001,9,9.982,0.507,1011.13
W71150,2024-11-03 01:05:00,Partly Cloudy,30.97222222222222,32.23333333333333,0.48,9.016,10,9.982,0.45,1011.02
